taxa,name,IUCN_Status,tot_area,BL_area,PA_area,BL_perc,PA_perc,Bio_Rich,avg %BL,avg %PA,avg bior BL,avg bior PA
amphibians,Ascaphus montanus,LC,4.37E+11,5737549946,36945815435,1.311982897,8.44825377,4.98,2.754,9.802,3.768,2.198
amphibians,Ascaphus truei,LC,6.54E+12,3.56E+11,7.25E+11,5.440234958,11.08603486,4.98,2.754,9.802,3.768,2.198
amphibians,Desmognathus fuscus,LC,1.73E+11,530713445.6,41383647486,0.307650771,23.98980311,4.98,2.754,9.802,3.768,2.198
amphibians,Desmognathus ochrophaeus,LC,8.86E+12,5.98E+11,9.70E+11,6.748682624,10.94725822,4.98,2.754,9.802,3.768,2.198
amphibians,Dicamptodon tenebrosus,LC,2.00E+12,23043055814,1.61E+11,1.150949829,8.033488667,4.98,2.754,9.802,3.768,2.198
amphibians,Ensatina eschscholtzii,LC,1.29E+12,14407874695,94309959829,1.119710373,7.329314178,4.98,2.754,9.802,3.768,2.198
amphibians,Eurycea bislineata,LC,4.08E+11,2632164443,74787675406,0.645661974,18.3451905,4.98,2.754,9.802,3.768,2.198
amphibians,Gyrinophilus porphyriticus,LC,7.21E+12,2.03E+11,7.19E+11,2.8153975,9.973064938,4.98,2.754,9.802,3.768,2.198
amphibians,Hemidactylium scutatum,LC,7.22E+12,2.15E+11,7.61E+11,2.98042775,10.5407057,4.98,2.754,9.802,3.768,2.198
amphibians,Hyla chrysoscelis,LC,30185695.01,0,0,0,0,4.98,2.754,9.802,3.768,2.198
amphibians,Hyla versicolor,LC,10221369280,90679072.33,2360049737,0.887151905,23.08936966,4.98,2.754,9.802,3.768,2.198
amphibians,Lithobates catesbeianus,LC,6.16E+12,1.02E+11,5.98E+11,1.649852911,9.703144994,4.98,2.754,9.802,3.768,2.198
amphibians,Lithobates clamitans,LC,1.84E+11,1311062934,4741901498,0.713426509,2.580347702,4.98,2.754,9.802,3.768,2.198
amphibians,Lithobates palustris,LC,2.72E+11,2215403233,62124111158,0.813533247,22.8130162,4.98,2.754,9.802,3.768,2.198
amphibians,Lithobates pipiens,LC,10716952440,223568329.6,92567846.54,2.08611852,0.863751585,4.98,2.754,9.802,3.768,2.198
amphibians,Lithobates septentrionalis,LC,5.23E+11,8078482754,52836415208,1.544560906,10.1020283,4.98,2.754,9.802,3.768,2.198
amphibians,Lithobates sylvaticus,LC,3.40E+11,2932858805,68982666414,0.863667392,20.31399516,4.98,2.754,9.802,3.768,2.198
amphibians,Necturus maculosus,LC,6.45E+12,4.51E+11,7.58E+11,6.996116126,11.76526072,4.98,2.754,9.802,3.768,2.198
amphibians,Notophthalmus viridescens,LC,8.01E+11,14700245473,61086617270,1.835954792,7.629278565,4.98,2.754,9.802,3.768,2.198
amphibians,Plethodon cinereus,LC,3.62E+12,24725237056,4.05E+11,0.68318883,11.19874472,4.98,2.754,9.802,3.768,2.198
amphibians,Plethodon idahoensis,LC,7.46E+12,2.62E+11,7.57E+11,3.511954236,10.14612099,4.98,2.754,9.802,3.768,2.198
amphibians,Plethodon vehiculum,LC,4.30E+12,1.36E+11,4.19E+11,3.173281403,9.754167518,4.98,2.754,9.802,3.768,2.198
amphibians,Pseudacris crucifer,LC,1.63E+11,1342043218,5389384484,0.824205078,3.309847254,4.98,2.754,9.802,3.768,2.198
amphibians,Pseudacris maculata,LC,2.18E+12,39909441411,2.18E+11,1.827458135,9.986291995,4.98,2.754,9.802,3.768,2.198
amphibians,Pseudacris regilla,LC,264500661.8,0,498704.345,0,0.188545594,4.98,2.754,9.802,3.768,2.198
amphibians,Pseudacris triseriata,LC,55774870017,243950006.4,6750489965,0.437383371,12.103103,4.98,2.754,9.802,3.768,2.198
amphibians,Pseudotriton ruber,LC,3.35E+12,43182652720,3.34E+11,1.287373474,9.94349035,4.98,2.754,9.802,3.768,2.198
amphibians,Rana aurora,LC,1.46E+12,20433084661,1.49E+11,1.401609618,10.25038417,4.98,2.754,9.802,3.768,2.198
amphibians,Rana luteiventris,LC,1.75E+12,23386045557,1.45E+11,1.340152524,8.330590865,4.98,2.754,9.802,3.768,2.198
amphibians,Spea bombifrons,LC,5.89E+12,1.49E+11,5.99E+11,2.530048592,10.1640167,3.7,2.754,9.802,3.768,2.198
amphibians,Spea intermontana,LC,2.98E+12,18241298977,2.96E+11,0.612756023,9.92966845,3.7,2.754,9.802,3.768,2.198
amphibians,Taricha granulosa,LC,6.97E+12,1.67E+11,5.27E+11,2.400449753,7.567914497,3.7,2.754,9.802,3.768,2.198
amphibians,Aneides ferreus,NT,1.82E+12,22657033740,1.73E+11,1.242096613,9.484645502,3.7,2.754,9.802,3.768,2.198
amphibians,Aneides vagrans,NT,6.88E+11,13721731726,52642795659,1.995572102,7.655921024,3.7,2.754,9.802,3.768,2.198
amphibians,Rana cascadae,NT,1.01E+11,350045304.2,14666838493,0.346154046,14.50379543,1.19,2.754,9.802,3.768,2.198
amphibians,Rana pretiosa,VU,13718336148,187892072.5,87942031.22,1.369641846,0.641054646,1.19,2.754,9.802,3.768,2.198
birds,Brachyramphus marmoratus,EN,1531164653,72239001.4,6777696.974,4.717912032,0.44264978,1.65,3.419,11.249,4.234,4.932
birds,Grus americana,EN,2.48E+12,12960844356,2.20E+11,0.521826163,8.870042815,1.65,3.419,11.249,4.234,4.932
birds,Synthliboramphus hypoleucus,EN,17355699593,0,1089416962,0,6.276998261,1.65,3.419,11.249,4.234,4.932
birds,Accipiter cooperii,LC,115024869.4,0,18773933.86,0,16.32163024,1.65,3.419,11.249,4.234,4.932
birds,Accipiter gentilis,LC,1.08E+12,17183873707,53301361430,1.589546683,4.930494933,1.65,3.419,11.249,4.234,4.932
birds,Accipiter striatus,LC,349933.9208,0,327870.4726,0,93.69496729,1.65,3.419,11.249,4.234,4.932
birds,Actitis macularius,LC,33077524996,153318236.2,4293545084,0.463511814,12.98024893,1.65,3.419,11.249,4.234,4.932
birds,Aechmophorus clarkii,LC,1178869381,66902252.22,26450694.06,5.675120016,2.243734079,1.65,3.419,11.249,4.234,4.932
birds,Aechmophorus occidentalis,LC,98327368655,387781853.3,20888469797,0.394378349,21.24380026,1.65,3.419,11.249,4.234,4.932
birds,Aegolius acadicus,LC,90896972149,102240890.8,2746837370,0.112479974,3.021923948,1.65,3.419,11.249,4.234,4.932
birds,Aegolius funereus,LC,4327454.939,0,0,0,0,1.65,3.419,11.249,4.234,4.932
birds,Aeronautes saxatalis,LC,92758910.1,1447138.724,25426643.06,1.560107511,27.41153711,1.65,3.419,11.249,4.234,4.932
birds,Agelaius phoeniceus,LC,11879552320,72871748.31,752095407,0.613421671,6.331007994,1.65,3.419,11.249,4.234,4.932
birds,Aix sponsa,LC,6.19E+11,2038573114,45911146869,0.329520214,7.421196137,1.65,3.419,11.249,4.234,4.932
birds,Alle alle,LC,1.64E+11,2467225399,12977463143,1.500523214,7.892665466,1.65,3.419,11.249,4.234,4.932
birds,Ammodramus bairdii,LC,6.11E+12,1.22E+11,5.07E+11,1.996097973,8.300113558,1.65,3.419,11.249,4.234,4.932
birds,Ammodramus leconteii,LC,3.19E+11,3705077109,26301219698,1.159965861,8.234246155,1.65,3.419,11.249,4.234,4.932
birds,Ammodramus nelsoni,LC,7.83E+11,5017628203,59886805551,0.641085489,7.651535843,1.65,3.419,11.249,4.234,4.932
birds,Ammodramus savannarum,LC,7.30E+11,3990753653,56733125031,0.547046491,7.776891206,1.65,3.419,11.249,4.234,4.932
birds,Anas acuta,LC,943474467.5,20964490.92,48784884.02,2.222051751,5.170768866,1.65,3.419,11.249,4.234,4.932
birds,Anas crecca,LC,52453417354,214166662.7,7027984719,0.408298779,13.39852592,1.65,3.419,11.249,4.234,4.932
birds,Anas platyrhynchos,LC,1.51E+12,9601417585,1.32E+11,0.637400531,8.754443641,1.65,3.419,11.249,4.234,4.932
birds,Anas rubripes,LC,2.78E+12,28934429351,1.82E+11,1.039952428,6.5272772,1.65,3.419,11.249,4.234,4.932
birds,Anser albifrons,LC,1919872772,27419499.95,85051531.8,1.428193594,4.430060837,1.65,3.419,11.249,4.234,4.932
birds,Anser caerulescens,LC,1.95E+11,2778002206,9671385020,1.421747394,4.949696013,1.65,3.419,11.249,4.234,4.932
birds,Anser rossii,LC,23248813981,1398329930,1400624069,6.014629094,6.024496865,1.65,3.419,11.249,4.234,4.932
birds,Anthus rubescens,LC,1.13E+11,399865525.2,23054404468,0.354110119,20.41635848,1.65,3.419,11.249,4.234,4.932
birds,Antigone canadensis,LC,8.21E+11,13442525987,91911059818,1.63750366,11.19616186,4.98,3.419,11.249,4.234,4.932
birds,Antrostomus carolinensis,LC,5.22E+12,1.44E+11,5.28E+11,2.753161074,10.1267969,4.98,3.419,11.249,4.234,4.932
birds,Antrostomus vociferus,LC,6.94E+12,1.84E+11,7.04E+11,2.649269559,10.14689227,4.98,3.419,11.249,4.234,4.932
birds,Aquila chrysaetos,LC,5.57E+12,1.13E+11,5.56E+11,2.028868262,9.988201973,4.98,3.419,11.249,4.234,4.932
birds,Archilochus alexandri,LC,44456636753,779187099,3921095944,1.752690163,8.820046297,4.98,3.419,11.249,4.234,4.932
birds,Archilochus colubris,LC,4.70E+12,1.11E+11,4.99E+11,2.370791621,10.62110838,4.98,3.419,11.249,4.234,4.932
birds,Ardea alba,LC,1.23E+12,9973132487,1.08E+11,0.810141029,8.746207748,4.98,3.419,11.249,4.234,4.932
birds,Ardea herodias,LC,87397883156,1055170735,8340591402,1.207318412,9.543241896,4.98,3.419,11.249,4.234,4.932
birds,Ardenna carneipes,LC,5573366665,268766263.5,217009853.4,4.822332347,3.893694178,4.98,3.419,11.249,4.234,4.932
birds,Ardenna gravis,LC,3.89E+11,6315239031,27755092539,1.624111527,7.137871664,4.98,3.419,11.249,4.234,4.932
birds,Ardenna tenuirostris,LC,7687455.414,9994.077581,0,0.130005015,0,4.98,3.419,11.249,4.234,4.932
birds,Arenaria interpres,LC,2.44E+12,27040272560,2.36E+11,1.110227999,9.684926179,4.98,3.419,11.249,4.234,4.932
birds,Arenaria melanocephala,LC,1.12E+12,19026840676,1.39E+11,1.696214719,12.41819513,4.98,3.419,11.249,4.234,4.932
birds,Asio flammeus,LC,7.11E+12,2.22E+11,6.99E+11,3.127676406,9.829763558,4.98,3.419,11.249,4.234,4.932
birds,Asio otus,LC,6.28E+12,2.22E+11,6.30E+11,3.539312244,10.02712706,4.98,3.419,11.249,4.234,4.932
birds,Athene cunicularia,LC,3.25E+12,15337443216,3.01E+11,0.472607475,9.283675029,4.98,3.419,11.249,4.234,4.932
birds,Aythya affinis,LC,1.21E+12,2.52E+11,1.58E+11,20.79652774,13.059744,4.98,3.419,11.249,4.234,4.932
birds,Aythya americana,LC,4.89E+11,87332507839,95787851642,17.84352817,19.57109983,4.98,3.419,11.249,4.234,4.932
birds,Aythya collaris,LC,2.12E+11,34061773889,82352788365,16.03206427,38.76149258,4.98,3.419,11.249,4.234,4.932
birds,Aythya marila,LC,3.79E+12,4.71E+11,5.08E+11,12.43808738,13.42795058,4.98,3.419,11.249,4.234,4.932
birds,Aythya valisineria,LC,6.86E+11,12487481846,50752528966,1.82086147,7.400477184,4.98,3.419,11.249,4.234,4.932
birds,Baeolophus bicolor,LC,6.28E+12,5.19E+11,6.90E+11,8.266854257,10.97530012,4.98,3.419,11.249,4.234,4.932
birds,Bartramia longicauda,LC,2187828520,0,19160260.15,0,0.875766084,4.98,3.419,11.249,4.234,4.932
birds,Bombycilla cedrorum,LC,4.53E+12,2.34E+11,4.57E+11,5.156882691,10.09123502,4.98,3.419,11.249,4.234,4.932
birds,Bombycilla garrulus,LC,60646936014,891992937.2,7479967985,1.470796376,12.33362883,4.98,3.419,11.249,4.234,4.932
birds,Bonasa umbellus,LC,1.41E+12,17201294684,1.05E+11,1.220586201,7.430595111,4.98,3.419,11.249,4.234,4.932
birds,Botaurus lentiginosus,LC,2.40E+11,1128706645,16550926863,0.470864308,6.904575931,4.98,3.419,11.249,4.234,4.932
birds,Branta bernicla,LC,3.84E+12,35675626484,3.69E+11,0.928864595,9.620298521,4.98,3.419,11.249,4.234,4.932
birds,Branta canadensis,LC,3254315963,44020709.29,896248101.5,1.35268701,27.54029147,4.98,3.419,11.249,4.234,4.932
birds,Branta hutchinsii,LC,3945400929,64669241.04,969369849,1.639104421,24.56961577,4.98,3.419,11.249,4.234,4.932
birds,Bubo scandiacus,LC,4340676705,73619557.68,978778410,1.696038721,22.54898203,4.98,3.419,11.249,4.234,4.932
birds,Bubo virginianus,LC,6529217378,25377227.01,217180020.7,0.388671805,3.326279524,4.98,3.419,11.249,4.234,4.932
birds,Bubulcus ibis,LC,23539739543,2118973371,1418997179,9.001685713,6.028092099,4.98,3.419,11.249,4.234,4.932
birds,Bucephala albeola,LC,4354097828,73637768.89,991611440.2,1.691229086,22.77421132,4.98,3.419,11.249,4.234,4.932
birds,Bucephala clangula,LC,1.44E+12,2.25E+11,1.39E+11,15.57588574,9.658467834,4.98,3.419,11.249,4.234,4.932
birds,Bucephala islandica,LC,52538422743,478483919,9640062687,0.910731411,18.34859553,4.98,3.419,11.249,4.234,4.932
birds,Buteo jamaicensis,LC,7.67E+12,3.19E+11,7.88E+11,4.151324802,10.27231303,4.98,3.419,11.249,4.234,4.932
birds,Buteo lagopus,LC,3.52E+12,32734752341,3.72E+11,0.929693587,10.55803144,4.98,3.419,11.249,4.234,4.932
birds,Buteo lineatus,LC,4.06E+11,5183945691,29413438117,1.275964837,7.239758093,4.98,3.419,11.249,4.234,4.932
birds,Buteo platypterus,LC,3.52E+12,1.53E+11,3.19E+11,4.351531757,9.076086478,4.98,3.419,11.249,4.234,4.932
birds,Buteo regalis,LC,1.66E+12,21069007134,1.49E+11,1.272773402,9.021116603,4.98,3.419,11.249,4.234,4.932
birds,Buteo swainsoni,LC,3.76E+12,60909679474,3.16E+11,1.620380435,8.412847849,4.98,3.419,11.249,4.234,4.932
birds,Butorides striata,LC,3.17E+12,2.23E+11,3.13E+11,7.016545101,9.855568196,4.98,3.419,11.249,4.234,4.932
birds,Calamospiza melanocorys,LC,2.23E+12,1.37E+11,2.15E+11,6.137320368,9.673995549,4.98,3.419,11.249,4.234,4.932
birds,Calcarius lapponicus,LC,21212109543,448827861.1,111201854.7,2.115903938,0.524237604,4.98,3.419,11.249,4.234,4.932
birds,Calcarius pictus,LC,9.71E+11,40396937794,92051457796,4.15835295,9.475531363,4.98,3.419,11.249,4.234,4.932
birds,Calidris alba,LC,3.79E+12,34265502430,3.76E+11,0.905290397,9.92552365,4.98,3.419,11.249,4.234,4.932
birds,Calidris alpina,LC,5.72E+12,1.82E+11,5.64E+11,3.173138653,9.868086219,4.98,3.419,11.249,4.234,4.932
birds,Calidris bairdii,LC,5.38E+12,80067758710,5.19E+11,1.488917182,9.651531913,4.98,3.419,11.249,4.234,4.932
birds,Calidris fuscicollis,LC,4.49E+12,39239126744,4.51E+11,0.873935379,10.03762615,4.98,3.419,11.249,4.234,4.932
birds,Calidris himantopus,LC,5696613686,114949412.8,2307093754,2.017855153,40.49938931,4.98,3.419,11.249,4.234,4.932
birds,Calidris maritima,LC,1.13E+11,467172950.5,25725371044,0.412827037,22.73275601,4.98,3.419,11.249,4.234,4.932
birds,Calidris mauri,LC,1.17E+12,2.14E+11,1.66E+11,18.32608177,14.22989236,4.98,3.419,11.249,4.234,4.932
birds,Calidris melanotos,LC,6.65E+12,2.06E+11,6.80E+11,3.093969139,10.23411339,4.98,3.419,11.249,4.234,4.932
birds,Calidris minutilla,LC,7.78E+11,2.06E+11,97548286643,26.49078644,12.53207474,4.98,3.419,11.249,4.234,4.932
birds,Calidris ptilocnemis,LC,8.76E+12,5.40E+11,9.41E+11,6.165449949,10.74930038,4.98,3.419,11.249,4.234,4.932
birds,Calidris virgata,LC,6.58E+12,1.57E+11,6.15E+11,2.382986056,9.350343996,4.98,3.419,11.249,4.234,4.932
birds,Callipepla californica,LC,5.12E+11,6477311231,58642375759,1.266333869,11.46476122,4.98,3.419,11.249,4.234,4.932
birds,Calonectris borealis,LC,4.48E+12,1.19E+11,4.31E+11,2.663570522,9.628931176,4.98,3.419,11.249,4.234,4.932
birds,Calypte anna,LC,6.86E+12,1.97E+11,6.81E+11,2.867694157,9.9258009,4.98,3.419,11.249,4.234,4.932
birds,Cardinalis cardinalis,LC,4.49E+12,3.97E+11,5.58E+11,8.840783672,12.41551304,4.98,3.419,11.249,4.234,4.932
birds,Carduelis flammea,LC,2.02E+11,2765556351,13354263827,1.367652882,6.604095192,4.98,3.419,11.249,4.234,4.932
birds,Carduelis pinus,LC,1.59E+12,17450177760,1.44E+11,1.09423289,9.008811327,4.98,3.419,11.249,4.234,4.932
birds,Carduelis tristis,LC,3.91E+11,7197285647,5340022168,1.838890867,1.364364077,4.98,3.419,11.249,4.234,4.932
birds,Carpodacus mexicanus,LC,4.89E+11,9676525246,35061461908,1.978020354,7.167064987,4.98,3.419,11.249,4.234,4.932
birds,Carpodacus purpureus,LC,3.17E+11,1820906331,24225823946,0.573557223,7.630758418,4.98,3.419,11.249,4.234,4.932
birds,Catharacta maccormicki,LC,3.36E+12,4.41E+11,4.39E+11,13.12483058,13.05187039,4.98,3.419,11.249,4.234,4.932
birds,Catharacta skua,LC,2.63E+11,4018899998,21487906704,1.525973033,8.15894055,4.98,3.419,11.249,4.234,4.932
birds,Cathartes aura,LC,5.22E+11,80853658843,1.33E+11,15.50005766,25.53737839,4.98,3.419,11.249,4.234,4.932
birds,Catharus fuscescens,LC,8.96E+11,1.13E+11,1.15E+11,12.63939552,12.85425182,4.98,3.419,11.249,4.234,4.932
birds,Catharus guttatus,LC,7.88E+11,1.56E+11,1.06E+11,19.86977484,13.40030343,4.98,3.419,11.249,4.234,4.932
birds,Catharus minimus,LC,1.98E+12,3.26E+11,2.69E+11,16.4519934,13.59663248,4.98,3.419,11.249,4.234,4.932
birds,Catharus ustulatus,LC,6.67E+11,74384642979,49434731695,11.14986796,7.41000708,4.98,3.419,11.249,4.234,4.932
birds,Catherpes mexicanus,LC,3.81E+11,1472992470,19907844813,0.386657962,5.225774642,4.98,3.419,11.249,4.234,4.932
birds,Cepphus columba,LC,1.29E+12,2.63E+11,1.61E+11,20.37768392,12.50547537,4.98,3.419,11.249,4.234,4.932
birds,Cepphus grylle,LC,3.13E+11,60650720652,39979607721,19.39292157,12.78338309,4.98,3.419,11.249,4.234,4.932
birds,Cerorhinca monocerata,LC,7.80E+11,1.18E+11,77360322388,15.1286347,9.922732979,4.98,3.419,11.249,4.234,4.932
birds,Certhia americana,LC,45759231191,287528836.8,8180905876,0.628351546,17.87815412,4.98,3.419,11.249,4.234,4.932
birds,Chaetura vauxi,LC,3.51E+12,2.63E+11,3.74E+11,7.500143408,10.6504772,4.98,3.419,11.249,4.234,4.932
birds,Charadrius hiaticula,LC,2.25E+11,620275261.5,51315368147,0.275263978,22.77258705,4.98,3.419,11.249,4.234,4.932
birds,Charadrius semipalmatus,LC,2.19E+12,3.67E+11,2.90E+11,16.77828699,13.23621935,4.98,3.419,11.249,4.234,4.932
birds,Charadrius vociferus,LC,4.92E+11,1.02E+11,45254528475,20.68996501,9.194005785,4.98,3.419,11.249,4.234,4.932
birds,Chlidonias niger,LC,1880059635,19640281.55,69916889.78,1.04466269,3.718865534,4.98,3.419,11.249,4.234,4.932
birds,Chondestes grammacus,LC,1.70E+11,1110901751,29083515285,0.653915765,17.11957798,4.98,3.419,11.249,4.234,4.932
birds,Chordeiles minor,LC,1.32E+11,693675330.9,2476781952,0.525309427,1.875628051,4.98,3.419,11.249,4.234,4.932
birds,Cinclus mexicanus,LC,4.81E+12,71997330613,5.33E+11,1.496383398,11.07972651,4.98,3.419,11.249,4.234,4.932
birds,Circus hudsonius,LC,2.32E+12,25805524679,1.81E+11,1.112677228,7.785299674,4.98,3.419,11.249,4.234,4.932
birds,Cistothorus palustris,LC,1.67E+11,2296416496,21626379115,1.374332862,12.94270597,4.98,3.419,11.249,4.234,4.932
birds,Cistothorus platensis,LC,2.76E+11,1369829265,18843264998,0.496319824,6.827336959,4.98,3.419,11.249,4.234,4.932
birds,Coccothraustes vespertinus,LC,3.42E+12,27884705227,3.79E+11,0.815602865,11.07094864,4.98,3.419,11.249,4.234,4.932
birds,Coccyzus americanus,LC,969555372.4,0,37193795.91,0,3.83617037,4.98,3.419,11.249,4.234,4.932
birds,Coccyzus erythropthalmus,LC,6834609367,25431666.21,231857848.2,0.37210124,3.392408194,4.98,3.419,11.249,4.234,4.932
birds,Colaptes auratus,LC,6.25E+11,8473308468,45685702654,1.356491601,7.31382224,4.98,3.419,11.249,4.234,4.932
birds,Colaptes cafer,LC,28389420319,321713.412,3784224093,0.001133216,13.32969835,4.98,3.419,11.249,4.234,4.932
birds,Contopus sordidulus,LC,2.98E+12,1.45E+11,2.55E+11,4.857046841,8.577240553,4.98,3.419,11.249,4.234,4.932
birds,Contopus virens,LC,5.45E+12,77466025811,5.38E+11,1.420491757,9.861664562,4.98,3.419,11.249,4.234,4.932
birds,Corvus brachyrhynchos,LC,65280940940,1448295958,4720582964,2.218558643,7.231180949,4.98,3.419,11.249,4.234,4.932
birds,Corvus caurinus,LC,1.16E+11,366687961.2,17437508905,0.316214418,15.03728595,4.98,3.419,11.249,4.234,4.932
birds,Corvus corax,LC,92112658560,503213324.7,21328655675,0.546302031,23.15496698,4.98,3.419,11.249,4.234,4.932
birds,Coturnicops noveboracensis,LC,3666416677,55928888.69,843032341.5,1.52543733,22.99335879,4.98,3.419,11.249,4.234,4.932
birds,Cyanocitta cristata,LC,3212040.731,3188995.772,0,99.28254461,0,4.98,3.419,11.249,4.234,4.932
birds,Cyanocitta stelleri,LC,2.00E+11,2511745593,14233629112,1.253707414,7.104543706,4.98,3.419,11.249,4.234,4.932
birds,Cygnus buccinator,LC,3790317732,0,1369869505,0,36.14128424,4.98,3.419,11.249,4.234,4.932
birds,Cygnus columbianus,LC,3.43E+12,4.97E+11,3.80E+11,14.48622879,11.06898531,4.98,3.419,11.249,4.234,4.932
birds,Cypseloides niger,LC,2.77E+12,29948562512,2.51E+11,1.080112066,9.065142362,4.98,3.419,11.249,4.234,4.932
birds,Dendragapus fuliginosus,LC,1.97E+11,999828547.9,20089337429,0.507268216,10.19242987,4.98,3.419,11.249,4.234,4.932
birds,Dendragapus obscurus,LC,4.84E+12,59843287507,4.75E+11,1.237462938,9.826769443,4.98,3.419,11.249,4.234,4.932
birds,Dendroica caerulescens,LC,1.58E+12,38472401231,2.48E+11,2.430204721,15.68852141,4.98,3.419,11.249,4.234,4.932
birds,Dendroica castanea,LC,6.10E+12,1.98E+11,6.17E+11,3.239072282,10.12449765,4.98,3.419,11.249,4.234,4.932
birds,Dendroica coronata,LC,1.14E+12,17322926331,68731226325,1.520554896,6.033022407,4.98,3.419,11.249,4.234,4.932
birds,Dendroica discolor,LC,6.55E+11,13278975575,55947245785,2.028511182,8.546563931,4.98,3.419,11.249,4.234,4.932
birds,Dendroica fusca,LC,3.91E+12,5.22E+11,4.52E+11,13.35827392,11.56314544,4.98,3.419,11.249,4.234,4.932
birds,Dendroica magnolia,LC,2.61E+12,26008653828,2.80E+11,0.997299008,10.72109717,4.98,3.419,11.249,4.234,4.932
birds,Dendroica nigrescens,LC,1.01E+11,1209551785,2405496742,1.201585933,2.389654649,4.98,3.419,11.249,4.234,4.932
birds,Dendroica palmarum,LC,1.17E+12,11174112591,88594171362,0.951841912,7.546697315,4.98,3.419,11.249,4.234,4.932
birds,Dendroica pensylvanica,LC,5.48E+12,1.56E+11,4.56E+11,2.839806178,8.32669384,4.98,3.419,11.249,4.234,4.932
birds,Dendroica petechia,LC,2.23E+12,40038185269,2.82E+11,1.797814557,12.66243701,4.98,3.419,11.249,4.234,4.932
birds,Dendroica pinus,LC,20771545356,448812444.5,111071376.7,2.160708011,0.534728518,4.98,3.419,11.249,4.234,4.932
birds,Dendroica striata,LC,5.31E+12,62850565092,5.45E+11,1.182815615,10.26245488,4.98,3.419,11.249,4.234,4.932
birds,Dendroica tigrina,LC,2.21E+12,37540514261,2.70E+11,1.698101031,12.22649269,4.98,3.419,11.249,4.234,4.932
birds,Dendroica townsendi,LC,4.75E+11,4949542040,32390384330,1.042664377,6.823318122,4.98,3.419,11.249,4.234,4.932
birds,Dendroica virens,LC,4.74E+12,44208020591,4.74E+11,0.933427338,10.00853976,4.98,3.419,11.249,4.234,4.932
birds,Dolichonyx oryzivorus,LC,6.18E+11,3435855633,53054098827,0.556343899,8.590676491,4.98,3.419,11.249,4.234,4.932
birds,Dryobates pubescens,LC,2.48E+12,15915119781,2.19E+11,0.642516107,8.828414078,4.98,3.419,11.249,4.234,4.932
birds,Dumetella carolinensis,LC,46188752922,505658322,1116075230,1.094765046,2.416335492,4.98,3.419,11.249,4.234,4.932
birds,Egretta thula,LC,6.23E+12,1.67E+11,6.03E+11,2.684705934,9.68209924,4.98,3.419,11.249,4.234,4.932
birds,Elanoides forficatus,LC,7940510586,173388137.3,531772238.6,2.183589271,6.696952706,4.98,3.419,11.249,4.234,4.932
birds,Empidonax alnorum,LC,3.11E+12,23783291029,2.90E+11,0.765166591,9.31703309,4.98,3.419,11.249,4.234,4.932
birds,Empidonax difficilis,LC,1.36E+11,549489567.7,20848812984,0.403759456,15.31949992,4.98,3.419,11.249,4.234,4.932
birds,Empidonax flaviventris,LC,3.21E+12,29533153040,2.94E+11,0.920627017,9.152702166,4.98,3.419,11.249,4.234,4.932
birds,Empidonax hammondii,LC,1.58E+12,14791155357,1.46E+11,0.935141211,9.228514782,4.98,3.419,11.249,4.234,4.932
birds,Empidonax minimus,LC,6.99E+12,2.63E+11,7.27E+11,3.758696043,10.4045856,4.98,3.419,11.249,4.234,4.932
