"Group","Sci1","Sci2","nm","tot_area","BL_area","PA_area","BL_perc","PA_perc"
"Birds","Rhynchophanes","mccownii","Birds_Rhynchophanes_mccownii",212690001449.373,2966978491.64594,19984096554.8719,1.39497788867719,9.39587964581813
"Birds","Riparia","riparia","Birds_Riparia_riparia",5403554900008.02,110102867776.818,474002416692.781,2.03760061319364,8.77204776233655
"Birds","Rissa","brevirostris","Birds_Rissa_brevirostris",141285855.783853,23534.8929442653,108189487.636418,0.0166576426307459,76.5748892811553
"Birds","Rissa","tridactyla","Birds_Rissa_tridactyla",154448953722.152,9410686454.22303,46005596209.5497,6.09307232417546,29.7869264250971
"Birds","Salpinctes","obsoletus","Birds_Salpinctes_obsoletus",338309792737.041,4081708954.00044,70071811046.0068,1.20650038563118,20.712321236433
"Birds","Sayornis","phoebe","Birds_Sayornis_phoebe",2608001522839.79,70069247964.029,223364086141.172,2.6867027243041,8.56456885416064
"Birds","Sayornis","saya","Birds_Sayornis_saya",2244865269682.41,128503046146.067,236061962375.318,5.72430995666152,10.5156405403659
"Birds","Scolopax","minor","Birds_Scolopax_minor",987395757047.623,5859723452.44957,77011178369.221,0.593452363008984,7.79942366771854
"Birds","Seiurus","aurocapilla","Birds_Seiurus_aurocapilla",2520779383561.36,20482402391.0236,225949485788.272,0.812542443206041,8.96347721905954
"Birds","Selasphorus","calliope","Birds_Selasphorus_calliope",297268322397.567,3388834764.18393,59139226869.9855,1.13999188909597,19.8942243132427
"Birds","Selasphorus","rufus","Birds_Selasphorus_rufus",720620410669.366,8356314078.18728,144966641477.3,1.15959997170012,20.1169213820414
"Birds","Setophaga","ruticilla","Birds_Setophaga_ruticilla",3415443794101.92,43245487812.5735,375362692732.764,1.26617477609362,10.9901586839453
"Birds","Sialia","currucoides","Birds_Sialia_currucoides",1791124207357.9,37425862641.6197,185536367187.384,2.0895179958975,10.3586544375429
"Birds","Sialia","mexicana","Birds_Sialia_mexicana",38758691590.3065,287449640.462133,2305461214.87135,0.741639174770346,5.94824314308882
"Birds","Sialia","sialis","Birds_Sialia_sialis",756192174546.523,7357816028.99897,50253460546.4949,0.973008750508604,6.64559383686179
"Birds","Sitta","canadensis","Birds_Sitta_canadensis",4458724511085.15,39250839907.9326,515653433249.613,0.880315431248293,11.5650435896546
"Birds","Sitta","carolinensis","Birds_Sitta_carolinensis",1250074619807.83,14160743499.9013,125139736673.194,1.13279185702356,10.0105813437306
"Birds","Sitta","pygmaea","Birds_Sitta_pygmaea",59080938331.1311,1084559588.02476,6099981100.25711,1.83571828522107,10.3247871014988
"Birds","Somateria","mollissima","Birds_Somateria_mollissima",20169591890.3721,4897456978.75136,1304749685.48481,24.2813885643821,6.46889482234703
"Birds","Somateria","spectabilis","Birds_Somateria_spectabilis",1790828247908.99,318904382173.529,202062424823.343,17.8076475254335,11.2831827987567
"Birds","Spatula","clypeata","Birds_Spatula_clypeata",3916736909128.37,121521926527.228,422083676618.449,3.10263184244028,10.7764112426019
"Birds","Spatula","cyanoptera","Birds_Spatula_cyanoptera",274637116834.953,4740712719.89853,25700837624.6694,1.7261733499582,9.35810786278924
"Birds","Spatula","discors","Birds_Spatula_discors",3750448400470.8,65158799471.2207,402626419445.68,1.73736024372556,10.7354208471482
"Birds","Sphyrapicus","nuchalis","Birds_Sphyrapicus_nuchalis",345125097749.658,5073502602.45143,63221244747.3,1.47004742208913,18.3183562017152
"Birds","Sphyrapicus","ruber","Birds_Sphyrapicus_ruber",514871555559.247,1740318506.002,87453948293.6262,0.338010225504047,16.9855855017345
"Birds","Sphyrapicus","thyroideus","Birds_Sphyrapicus_thyroideus",10567813692.0991,96638539.8194606,891172220.310034,0.914461047810783,8.43289110004192
"Birds","Sphyrapicus","varius","Birds_Sphyrapicus_varius",3585644546786.71,46178837295.1386,305275068586.766,1.2878810683151,8.51381291713201
"Birds","Spiza","americana","Birds_Spiza_americana",129463581549.729,2360806769.162,7016838116.20944,1.82352962964737,5.4199320242922
"Birds","Spizella","arborea","Birds_Spizella_arborea",4699420021175.1,281860006840.217,459609452993.806,5.99776154440728,9.78013139755233
"Birds","Spizella","breweri","Birds_Spizella_breweri",817227071097.054,12566203666.1542,122143171432.637,1.53766365684451,14.9460505840403
"Birds","Spizella","pallida","Birds_Spizella_pallida",2217889935261.42,25210237968.7695,240967022606.895,1.13667669292156,10.8646970607445
"Birds","Spizella","passerina","Birds_Spizella_passerina",5226555816001.39,96665666593.6367,536798464383.866,1.84950988751884,10.2705966085817
"Birds","Spizella","pusilla","Birds_Spizella_pusilla",160938413625.468,1673839336.68278,12685429060.9484,1.04004960591826,7.88216360232658
"Birds","Steganopus","tricolor","Birds_Steganopus_tricolor",1728652696915.64,21967467646.7515,169326294538.087,1.27078549010724,9.79527552528095
"Birds","Stelgidopteryx","serripennis","Birds_Stelgidopteryx_serripennis",1240612225926.67,14327114247.5814,141810865904.64,1.15484225837608,11.4307164592639
"Birds","Stercorarius","longicaudus","Birds_Stercorarius_longicaudus",2517420863016.76,427759682704.96,301356771838.068,16.9919813166382,11.9708538316051
"Birds","Stercorarius","parasiticus","Birds_Stercorarius_parasiticus",2430019875938.64,441050760026.089,310966877973.549,18.1500885813012,12.7968861922758
"Birds","Stercorarius","pomarinus","Birds_Stercorarius_pomarinus",808282818524.793,170977830812.214,114616857156.844,21.1532185138201,14.1802911716016
"Birds","Sterna","forsteri","Birds_Sterna_forsteri",740033923831.924,11393559560.1476,49737509686.0547,1.53959963094007,6.72097698285397
"Birds","Sterna","hirundo","Birds_Sterna_hirundo",3471587446921.42,27594904062.3215,295796351862.235,0.794878552945354,8.52049260993111
"Birds","Sterna","paradisaea","Birds_Sterna_paradisaea",4767190932149.63,579711016925.369,559645551052.358,12.1604321114104,11.7395245757443
"Birds","Strix","nebulosa","Birds_Strix_nebulosa",4171216626521.67,100315942696.671,453951481943.586,2.40495643546386,10.8829514884757
"Birds","Strix","occidentalis","Birds_Strix_occidentalis",50089364617.1385,1037945391.91095,7485663457.05155,2.07218717954312,14.9446165154394
"Birds","Strix","varia","Birds_Strix_varia",2521036874148.76,20492833486.4832,244725050284.645,0.812873214851435,9.7073173658865
"Birds","Sturnella","magna","Birds_Sturnella_magna",595020037357.689,4102322097.7324,39967040540.6157,0.689442680947287,6.71692347002257
"Birds","Sturnella","neglecta","Birds_Sturnella_neglecta",1266931408088.18,20066932013.6001,109842372680.779,1.58390042945431,8.66995418848546
"Birds","Surnia","ulula","Birds_Surnia_ulula",6035153221147.34,177326448766.275,577796886572.04,2.93822612729894,9.57385612924331
"Birds","Synthliboramphus","antiquus","Birds_Synthliboramphus_antiquus",4340870069.44732,73628843.0710815,978754741.49604,1.69617707724792,22.5474323312482
"Birds","Synthliboramphus","hypoleucus","Birds_Synthliboramphus_hypoleucus",1184367935.90941,9315451.14697803,139819622.082772,0.786533547940507,11.8054210894702
"Birds","Synthliboramphus","scrippsi","Birds_Synthliboramphus_scrippsi",1184367935.90941,9315451.14697803,139819622.082772,0.786533547940507,11.8054210894702
"Birds","Tachycineta","bicolor","Birds_Tachycineta_bicolor",6268497411699.6,169030672170.685,614896539947.605,2.69651020123585,9.80931313459513
"Birds","Tachycineta","thalassina","Birds_Tachycineta_thalassina",1283106004308.83,27908581876.4561,201723527527.943,2.17507998425193,15.7215013296275
"Birds","Thryomanes","bewickii","Birds_Thryomanes_bewickii",29443314848.9274,266660848.176571,3958670741.86472,0.90567536143535,13.4450579432938
"Birds","Thryothorus","ludovicianus","Birds_Thryothorus_ludovicianus",33875021689.8408,523319981.405385,182163321.478484,1.54485504451302,0.53775115820255
"Birds","Toxostoma","rufum","Birds_Toxostoma_rufum",960973840935.577,17164685370.7157,81784112757.5582,1.78617613087206,8.51054516509372
"Birds","Tringa","flavipes","Birds_Tringa_flavipes",3725795968227.54,202539302673.894,374894359349.69,5.43613510780215,10.0621280002093
"Birds","Tringa","incana","Birds_Tringa_incana",404294238273.731,28890731901.738,71531677775.6837,7.14596676546681,17.6929748198025
"Birds","Tringa","melanoleuca","Birds_Tringa_melanoleuca",3859059488742.89,24826731198.603,416885754215.334,0.643336317333901,10.8027812328733
"Birds","Tringa","semipalmata","Birds_Tringa_semipalmata",628432495142.321,11610790245.2819,42253038378.7124,1.84757954673435,6.72356039913935
"Birds","Tringa","solitaria","Birds_Tringa_solitaria",4613299840632.65,100159934079.302,436267641767.885,2.17111259920982,9.45673719113946
"Birds","Troglodytes","aedon","Birds_Troglodytes_aedon",1216716506263.22,20736389030.5626,82377160526.7412,1.7042909275759,6.77044817775488
"Birds","Troglodytes","troglodytes","Birds_Troglodytes_troglodytes",3619092696198.57,24725237055.9241,405292952194.427,0.683188830225185,11.1987447190877
"Birds","Turdus","migratorius","Birds_Turdus_migratorius",7461342155418.88,262038921917.787,757036802254.754,3.51195423637661,10.1461209858195
"Birds","Tympanuchus","phasianellus","Birds_Tympanuchus_phasianellus",4295418547589.39,136305717957.653,418982320732.922,3.17328140313935,9.75416751804215
"Birds","Tyrannus","tyrannus","Birds_Tyrannus_tyrannus",3375849149982.44,38378390797.7513,352369443308.809,1.13685147329379,10.4379499098958
"Birds","Tyrannus","verticalis","Birds_Tyrannus_verticalis",529507353437.004,8130334077.81059,72985202829.8981,1.5354525343297,13.7836051484753
"Birds","Tyto","alba","Birds_Tyto_alba",64695380598.8651,695283080.106379,6015486668.39297,1.07470282061928,9.29817030630237
"Birds","Uria","aalge","Birds_Uria_aalge",9761157474.72173,96640069.1325785,1159882126.16335,0.99004722936645,11.8826289727122
"Birds","Uria","lomvia","Birds_Uria_lomvia",373766693396.479,18319125822.8888,42512318843.8883,4.90121943622635,11.3740254535716
"Birds","Vermivora","celata","Birds_Vermivora_celata",4819987077358.98,106148563305.872,536305617661.803,2.2022582550996,11.1267023967969
"Birds","Vermivora","chrysoptera","Birds_Vermivora_chrysoptera",186606167931.305,2786307892.79771,16168110861.7451,1.49314887266932,8.66429606319178
"Birds","Vermivora","cyanoptera","Birds_Vermivora_cyanoptera",32165250760.9143,531929051.875924,155751462.404061,1.65373824015791,0.484222751943605
"Birds","Vermivora","peregrina","Birds_Vermivora_peregrina",4491448309774.37,53869612480.1521,479946094066.946,1.19938177542687,10.6857757445962
"Birds","Vermivora","ruficapilla","Birds_Vermivora_ruficapilla",1787569363060.72,12684364736.2383,162257033552.659,0.709587275232767,9.07696433523778
"Birds","Vireo","cassinii","Birds_Vireo_cassinii",243452210005.117,2350304469.49178,29793490074.5841,0.965406914746177,12.2379213866894
"Birds","Vireo","flavifrons","Birds_Vireo_flavifrons",162828797522.276,1342043218.34172,5389384483.60394,0.824205078440206,3.30984725405628
"Birds","Vireo","gilvus","Birds_Vireo_gilvus",2183877191962.17,39909441411.3844,218088353191.303,1.82745813538749,9.98629199453084
"Birds","Vireo","griseus","Birds_Vireo_griseus",264500661.823624,0,498704.345011403,0,0.188545594393995
"Birds","Vireo","huttoni","Birds_Vireo_huttoni",55774870016.5474,243950006.391617,6750489965.47849,0.437383370538095,12.1031029986726
"Birds","Vireo","olivaceus","Birds_Vireo_olivaceus",3354322081550.3,43182652719.9563,333536692480.429,1.2873734742848,9.94349034980787
"Birds","Vireo","philadelphicus","Birds_Vireo_philadelphicus",2543043955582.54,22549994318.5142,262616289183.68,0.886732384983436,10.3268482090992
"Birds","Vireo","solitarius","Birds_Vireo_solitarius",2692666004867.17,23518482659.8398,255978309459.103,0.873427399362883,9.50650058330314
"Birds","Wilsonia","canadensis","Birds_Wilsonia_canadensis",2206604939501.95,19756700121.9942,186312213280.394,0.895343782129547,8.44338784641921
"Birds","Wilsonia","citrina","Birds_Wilsonia_citrina",20488711721.0548,437763351.601422,95617906.6032863,2.13660750154225,0.466685792181979
"Birds","Wilsonia","pusilla","Birds_Wilsonia_pusilla",5861789471544.85,155355438135.417,202546259377.389,2.65030736585757,3.45536564150962
"Birds","Xanthocephalus","xanthocephalus","Birds_Xanthocephalus_xanthocephalus",1457829940244.21,20433084661.4782,149433169390.847,1.40160961833829,10.2503841679788
"Birds","Zenaida","macroura","Birds_Zenaida_macroura",1745028653983.44,23386045557.0364,145371197638.12,1.34015252435267,8.33059086487068
"Birds","Zonotrichia","albicollis","Birds_Zonotrichia_albicollis",5050491055458.15,72699581535.6196,472272239213.603,1.43945570316478,9.35101624827571
"Birds","Zonotrichia","atricapilla","Birds_Zonotrichia_atricapilla",908567834972.67,24464148433.5779,159777609528.897,2.69260560322541,17.5856555095529
"Birds","Zonotrichia","leucophrys","Birds_Zonotrichia_leucophrys",4923391688568.2,307956646717.922,584149450869.931,6.25496946409886,11.8647771256203
"Birds","Zonotrichia","querula","Birds_Zonotrichia_querula",1691910658569.52,276174613356.614,198196257458.989,16.3232385798737,11.7143453441307
"Birds","Zoothera","naevia","Birds_Zoothera_naevia",1774131072649.65,92648742017.0541,256203373549.78,5.22220389718354,14.4410623036517
"Mammals","Alces","alces","Mammals_Alces_alces",6122669142629.64,161297952844.319,509814816977.679,2.63443849548014,8.32667591701218
"Mammals","Antilocapra","americana","Mammals_Antilocapra_americana",93733282373.008,668510741.711856,10559702361.5272,0.713205304228591,11.2656914323188
"Mammals","Antrozous","pallidus","Mammals_Antrozous_pallidus",16412263983.4371,512925959.905228,2120880342.15011,3.12526023480283,12.922533687555
"Mammals","Aplodontia","rufa","Mammals_Aplodontia_rufa",14208313029.3459,266491280.574513,2042745716.82059,1.87560113592727,14.3771164993444
"Mammals","Bison","bison","Mammals_Bison_bison",137167746411.16,3762490145.37447,57783155292.9929,2.74298458917334,42.125905546183
"Mammals","Blarina","brevicauda","Mammals_Blarina_brevicauda",1308185251689.12,14019224987.8985,126396140298.66,1.07165441360824,9.66194505980389
"Mammals","Canis","latrans","Mammals_Canis_latrans",5800658096013.58,238120208209.426,562377160603.677,4.10505505182371,9.6950578933477
"Mammals","Canis","lupus","Mammals_Canis_lupus",8403343593271.29,528156075186.461,930194619599.465,6.28507057130646,11.069339356114
"Mammals","Castor","canadensis","Mammals_Castor_canadensis",6705987957294.19,162505173599.641,681558605273.876,2.42328460227671,10.1634331826161
"Mammals","Cervus","canadensis","Mammals_Cervus_canadensis",484722763037.28,5508969995.51075,82405419347.8763,1.13651976255282,17.0005259978968
"Mammals","Condylura","cristata","Mammals_Condylura_cristata",2078418191742.08,10832702306.836,178123579532.096,0.521199359680177,8.5701511004769
"Mammals","Corynorhinus","townsendii","Mammals_Corynorhinus_townsendii",166776441191.141,2006731712.57024,17205584719.5204,1.20324651265963,10.3165558616287
"Mammals","Cryptotis","parva","Mammals_Cryptotis_parva",16538669910.1229,341984125.16481,94219398.0214865,2.06778493689804,0.569691508044534
"Mammals","Cynomys","ludovicianus","Mammals_Cynomys_ludovicianus",3400228389.34401,0,1395511711.95138,0,41.0417052079437
"Mammals","Dicrostonyx","groenlandicus","Mammals_Dicrostonyx_groenlandicus",1778448938082.29,350698893624.957,199738847635.729,19.7193681592633,11.2310701397538
"Mammals","Dicrostonyx","hudsonius","Mammals_Dicrostonyx_hudsonius",490856538754.357,2952759161.69497,49368837186.1382,0.601552373976349,10.0576916651495
"Mammals","Dicrostonyx","nunatakensis","Mammals_Dicrostonyx_nunatakensis",54571425155.2333,1729199840.69945,2049893810.59845,3.16869100592588,3.75635014985836
"Mammals","Dicrostonyx","richardsoni","Mammals_Dicrostonyx_richardsoni",404610497377.971,36848191161.4682,32702720514.8011,9.10707739919215,8.08251904652181
"Mammals","Didelphis","virginiana","Mammals_Didelphis_virginiana",45603122386.9502,576772137.221624,741299605.662014,1.26476457538941,1.62554572332123
"Mammals","Dipodomys","ordii","Mammals_Dipodomys_ordii",79852069999.9873,159051444.92149,11925842058.2436,0.199182619713573,14.9349191050971
"Mammals","Enhydra","lutris","Mammals_Enhydra_lutris",666808362.580107,2086126.17165393,40324036.2073878,0.312852430881641,6.04732011028784
"Mammals","Eptesicus","fuscus","Mammals_Eptesicus_fuscus",2521420963627.76,26173892653.4502,274867672784.397,1.0380611976745,10.9013003679054
"Mammals","Erethizon","dorsatum","Mammals_Erethizon_dorsatum",6222278037934.94,94246552540.4641,642456853028.804,1.51466315014979,10.3251068035208
"Mammals","Euderma","maculatum","Mammals_Euderma_maculatum",74567651612.3449,191440939.48368,9295529797.91766,0.256734569674965,12.4659012278439
"Mammals","Geomys","bursarius","Mammals_Geomys_bursarius",9033303955.52212,30504193.1953848,228958084.92663,0.337685893728145,2.53459958896509
"Mammals","Glaucomys","sabrinus","Mammals_Glaucomys_sabrinus",6023491164281.7,143768861586.634,560780429671.129,2.38680289661848,9.30989046678551
"Mammals","Glaucomys","volans","Mammals_Glaucomys_volans",306102815765.087,1133701965.23481,16289337699.9733,0.370366395487473,5.32152494555107
"Mammals","Gulo","gulo","Mammals_Gulo_gulo",6402455726727.91,541738924269.443,697270204874.316,8.46142398154947,10.8906681222873
"Mammals","Lasionycteris","noctivagans","Mammals_Lasionycteris_noctivagans",2713342959335.62,29451137965.9505,318468133216.419,1.08541892445332,11.7371131474806
"Mammals","Lasiurus","blossevillii","Mammals_Lasiurus_blossevillii",132968627922.651,2377913613.29357,15450495691.3338,1.78832680342977,11.6196549010955
"Mammals","Lasiurus","borealis","Mammals_Lasiurus_borealis",275059711829.527,1278678110.50807,10024805394.9469,0.464872918684855,3.64459241532253
"Mammals","Lasiurus","cinereus","Mammals_Lasiurus_cinereus",5392173435594.39,103942594781.885,540146287526.498,1.92765674219133,10.0172276351671
"Mammals","Lemmiscus","curtatus","Mammals_Lemmiscus_curtatus",225764873504.03,3102433558.19014,19566491800.0036,1.374187892934,8.66675647824119
"Mammals","Lemmus","trimucronatus","Mammals_Lemmus_trimucronatus",3404997473993.86,528937242557.454,366995184524.393,15.534144932479,10.778133826159
"Mammals","Lepus","americanus","Mammals_Lepus_americanus",6676201387420.98,164084295006.909,650628184319.637,2.45774933206883,9.74548469351933
"Mammals","Lepus","arcticus","Mammals_Lepus_arcticus",3208858977373.02,450810481721.865,355044386019.594,14.0489340572681,11.0645057487149
"Mammals","Lepus","townsendii","Mammals_Lepus_townsendii",691800562658.854,14473825066.1133,57776655973.2767,2.09219619748282,8.35163471842506
"Mammals","Lontra","canadensis","Mammals_Lontra_canadensis",9662808986938.18,612909016472.83,991318933101.932,6.34296939224751,10.2591175551743
"Mammals","Lynx","canadensis","Mammals_Lynx_canadensis",6558750424038.88,224662445094.345,633812837678.365,3.4253848762246,9.66362182886756
"Mammals","Lynx","rufus","Mammals_Lynx_rufus",1140192363737.79,9539482836.18116,111747047848.538,0.836655562655124,9.80071884381054
"Mammals","Marmota","broweri","Mammals_Marmota_broweri",3551445589.22659,95222774.8052408,230320755.232541,2.68123986170876,6.48526774368234
"Mammals","Marmota","caligata","Mammals_Marmota_caligata",1269889928148.4,45790649933.4776,214549304171.573,3.60587551082038,16.8951103096316
"Mammals","Marmota","flaviventris","Mammals_Marmota_flaviventris",96841129943.6057,947288657.732846,13470368053.7307,0.978188356831946,13.9097592743652
"Mammals","Marmota","monax","Mammals_Marmota_monax",4804839635018.69,46169247721.1012,415166233807.784,0.960890502663398,8.64058460519608
"Mammals","Marmota","vancouverensis","Mammals_Marmota_vancouverensis",6734346084.7247,11287850.1262508,113672718.051767,0.167616127597819,1.68795480098071
"Mammals","Martes","americana","Mammals_Martes_americana",5892258329974.39,149076998905.291,598890120664.12,2.53004859184337,10.1640166999725
"Mammals","Martes","pennanti","Mammals_Martes_pennanti",2976926914757.72,18241298976.8173,295598972646.782,0.61275602321268,9.92966845042078
"Mammals","Mephitis","mephitis","Mammals_Mephitis_mephitis",4118019715158.06,35194698214.0344,417936958018.468,0.854651037353848,10.148979046411
"Mammals","Microtus","chrotorrhinus","Mammals_Microtus_chrotorrhinus",1032328846013.56,4505880543.69674,86188909334.1838,0.436477248610912,8.34897810586337
"Mammals","Microtus","longicaudus","Mammals_Microtus_longicaudus",1498869204902.67,40947222039.5751,239306880853.85,2.73187426265348,15.9658281103579
"Mammals","Microtus","miurus","Mammals_Microtus_miurus",554479756024.796,51302501243.7166,76326102787.6714,9.25236686935462,13.7653542727822
"Mammals","Microtus","montanus","Mammals_Microtus_montanus",56128174794.7809,1389270254.14081,2813316439.31642,2.47517447203715,5.01230700909592
"Mammals","Microtus","ochrogaster","Mammals_Microtus_ochrogaster",538120930097.135,10603222345.5595,40132267038.5985,1.97041626751919,7.45785283455789
"Mammals","Microtus","oeconomus","Mammals_Microtus_oeconomus",1726057805731.26,222668091361.905,198217741226.684,12.9003843685044,11.4838414199406
"Mammals","Microtus","oregoni","Mammals_Microtus_oregoni",6295333901.85141,63213984.8288551,1291324942.59713,1.00414030160123,20.5124138406282
"Mammals","Microtus","pennsylvanicus","Mammals_Microtus_pennsylvanicus",7491131635360.48,235157670035.674,730456031573.145,3.13914748107824,9.75094374426908
"Mammals","Microtus","pinetorum","Mammals_Microtus_pinetorum",33326999120.9081,454084388.765865,337837646.392211,1.36251207952591,1.01370556996914
"Mammals","Microtus","richardsoni","Mammals_Microtus_richardsoni",187167209601.665,1851679053.10547,50513602193.5554,0.989318084640077,26.9884892236519
"Mammals","Microtus","townsendii","Mammals_Microtus_townsendii",34435556283.7711,118997339.728469,4584615088.90861,0.345565318439624,13.313608327185
"Mammals","Microtus","xanthognathus","Mammals_Microtus_xanthognathus",1992019231290.03,168641007287.792,195343715957.957,8.46583228910799,9.80631677092053
"Mammals","Mustela","erminea","Mammals_Mustela_erminea",8115636577222.03,413264095432.264,856281435146.851,5.09219568298762,10.5510076381458
"Mammals","Mustela","frenata","Mammals_Mustela_frenata",1344603827911.33,17116928901.8565,143026684306.881,1.27300908613695,10.6370873961481
"Mammals","Mustela","nivalis","Mammals_Mustela_nivalis",7720623784065.46,400433108035.639,813303453735.111,5.18653828026292,10.5341676590133
"Mammals","Myodes","gapperi","Mammals_Myodes_gapperi",5728342853182.81,40663724274.3815,574539087231.748,0.709868897805021,10.0297608218845
"Mammals","Myodes","rutilus","Mammals_Myodes_rutilus",2205603095629.36,313845376689.581,262901823204.665,14.2294584783409,11.9197249825063
"Mammals","Myotis","californicus","Mammals_Myotis_californicus",378565918134.167,2756708675.52407,58636948782.1393,0.728197796862176,15.4892307979393
"Mammals","Myotis","ciliolabrum","Mammals_Myotis_ciliolabrum",204829307466.887,2437653239.44024,16481296083.3911,1.19009006552166,8.04635639655983
"Mammals","Myotis","evotis","Mammals_Myotis_evotis",619541868652.412,6257498350.53737,96131728541.0309,1.01002025321522,15.5165830438757
"Mammals","Myotis","keenii","Mammals_Myotis_keenii",91551644760.8611,362580416.653893,18837333220.776,0.39603921655474,20.5756360467148
"Mammals","Myotis","leibii","Mammals_Myotis_leibii",230159822790.236,2673185684.50505,20746683324.735,1.16144757677423,9.01403341088039
"Mammals","Myotis","lucifugus","Mammals_Myotis_lucifugus",5653466943265.57,59311753270.6342,606203455770.542,1.04912178431125,10.722685068366
"Mammals","Myotis","melanorhinus","Mammals_Myotis_melanorhinus",92652001528.9182,159598516.596718,14004982517.819,0.172255875710257,15.1156826476629
"Mammals","Myotis","septentrionalis","Mammals_Myotis_septentrionalis",2499421505604.36,14165472433.6807,245201192664.912,0.566750042036447,9.81031779214136
"Mammals","Myotis","sodalis","Mammals_Myotis_sodalis",5531732348.69307,0,67090665.118438,0,1.21283281419588
"Mammals","Myotis","thysanodes","Mammals_Myotis_thysanodes",44521332931.9452,1280229730.53662,3311155442.46725,2.8755422316164,7.43723339893854
"Mammals","Myotis","volans","Mammals_Myotis_volans",900932490998.593,10344384307.5904,136864465618.072,1.14818639697683,15.1914229962304
"Mammals","Myotis","yumanensis","Mammals_Myotis_yumanensis",374014414758.595,3010148709.53441,57739865968.6526,0.804821576590115,15.4378718279937
"Mammals","Napaeozapus","insignis","Mammals_Napaeozapus_insignis",1269062230975.05,6873222154.21217,102350168429.991,0.541598511597916,8.06502360024951
"Mammals","Neotamias","amoenus","Mammals_Neotamias_amoenus",223248942748.079,2139458231.00557,36196674227.422,0.958328494043445,16.2135926745541
"Mammals","Neotamias","minimus","Mammals_Neotamias_minimus",3375496394348.37,49784176295.2064,329886446996.305,1.47486978148045,9.77297583693579
"Mammals","Neotamias","ruficaudus","Mammals_Neotamias_ruficaudus",23454921491.3143,177243695.444739,2974934226.52479,0.755678058911325,12.683624746416
"Mammals","Neotamias","townsendii","Mammals_Neotamias_townsendii",3144384337.56273,23891600.3758573,472156388.537943,0.759818069643999,15.0158612259187
"Mammals","Neotoma","cinerea","Mammals_Neotoma_cinerea",1224296516932.11,14636937277.1229,195338202550.817,1.19553858682868,15.9551383058985
"Mammals","Neovison","vison","Mammals_Neovison_vison",7094342724848.75,200007027977.042,699720049847.09,2.81924676794222,9.8630708578011
"Mammals","Neurotrichus","gibbsii","Mammals_Neurotrichus_gibbsii",16590094182.9182,111623367.286401,3687582899.75015,0.672831426124952,22.2276188374328
"Mammals","Nycticeius","humeralis","Mammals_Nycticeius_humeralis",1244283.70354175,0,0,0,0
"Mammals","Ochotona","collaris","Mammals_Ochotona_collaris",546628935472.699,29052030782.7172,78722801013.3555,5.31476270234292,14.4015063793284
"Mammals","Ochotona","princeps","Mammals_Ochotona_princeps",252880980135.849,3431489697.11199,61180946319.1115,1.35695839808458,24.1935737065891
"Mammals","Odocoileus","hemionus","Mammals_Odocoileus_hemionus",1873145832340.25,27067320136.1539,215578878280.625,1.44501937162771,11.5089212253851
"Mammals","Odocoileus","virginianus","Mammals_Odocoileus_virginianus",3053492753357.98,27891772232.9999,305608302420.085,0.91343829790743,10.0084829768796
"Mammals","Ondatra","zibethicus","Mammals_Ondatra_zibethicus",6968833485940.73,167283346205.076,527395359686.309,2.40044975306931,7.56791449745933
"Mammals","Onychomys","leucogaster","Mammals_Onychomys_leucogaster",360894540147.83,7533488709.75559,26684945586.0434,2.08744878951887,7.39411174663732
"Mammals","Oreamnos","americanus","Mammals_Oreamnos_americanus",507246592980.946,4002705490.89172,142331689666.22,0.789104460489118,28.0596640047943
"Mammals","Ovibos","moschatus","Mammals_Ovibos_moschatus",1302290964959.14,199650393525.311,184390532983.83,15.3307055717441,14.158935133948
"Mammals","Ovis","canadensis","Mammals_Ovis_canadensis",87264031797.5506,1146846598.9982,24704560414.151,1.3142260051184,28.3101295061231
"Mammals","Ovis","dalli","Mammals_Ovis_dalli",455263222577.492,15984023950.8063,75389159010.2025,3.51094117822917,16.5594661003767
"Mammals","Parascalops","breweri","Mammals_Parascalops_breweri",231696669857.678,2347059669.98616,16873875440.6674,1.01298808974159,7.28274405110456
"Mammals","Perognathus","fasciatus","Mammals_Perognathus_fasciatus",200921070556.254,1182956356.38229,21600192512.9533,0.588766699832551,10.7505860152709
"Mammals","Perognathus","parvus","Mammals_Perognathus_parvus",26141683232.2147,1038446033.57391,1756910088.96819,3.97237631697038,6.72072289057166
"Mammals","Peromyscus","keeni","Mammals_Peromyscus_keeni",115341267176.549,376590071.168798,24160513306.069,0.326500722930643,20.9469809873748
"Mammals","Peromyscus","leucopus","Mammals_Peromyscus_leucopus",285335288046.521,1237371817.61582,20967800949.2383,0.433655376482591,7.34847802835371
"Mammals","Peromyscus","maniculatus","Mammals_Peromyscus_maniculatus",5265669201993.11,53585506847.2047,545289537489.586,1.0176390652668,10.3555600736026
"Mammals","Phenacomys","intermedius","Mammals_Phenacomys_intermedius",226294094605.292,2017600117.81125,28708625939.7641,0.891583194572708,12.6864229443718
"Mammals","Phenacomys","ungava","Mammals_Phenacomys_ungava",5075313297532.91,71234764269.9969,485400200261.491,1.40355402896258,9.56394554987259
"Mammals","Pipistrellus","subflavus","Mammals_Pipistrellus_subflavus",236961978827.291,903167318.612235,8914439324.51626,0.381144402609208,3.76197032478933
"Mammals","Procyon","lotor","Mammals_Procyon_lotor",2232715407571.41,25777505356.8598,204143913770.28,1.15453609848551,9.14330205623176
